,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.2786300480365753,2.1940855979919434,0.4137628674507141,1.6596468687057495,9.999999747378752e-05
1,0.38411620259284973,1.714874267578125,0.4643874764442444,1.5336923599243164,9.999999747378752e-05
2,0.4438600242137909,1.565055251121521,0.48969975113868713,1.4451582431793213,9.999999747378752e-05
3,0.4836730360984802,1.462787389755249,0.540433943271637,1.336323618888855,9.999999747378752e-05
4,0.5199916958808899,1.369228720664978,0.5790050625801086,1.2345184087753296,9.999999747378752e-05
5,0.5459614992141724,1.296508550643921,0.5923734307289124,1.203560471534729,9.999999747378752e-05
6,0.5729052424430847,1.2220852375030518,0.6062897443771362,1.1654096841812134,9.999999747378752e-05
7,0.5984123349189758,1.1533769369125366,0.6192198395729065,1.118965983390808,9.999999747378752e-05
8,0.6197798848152161,1.0869377851486206,0.628314733505249,1.406801462173462,9.999999747378752e-05
9,0.6456765532493591,1.0157651901245117,0.6275476813316345,1.0895581245422363,9.999999747378752e-05
10,0.6684077382087708,0.9512547850608826,0.6652421355247498,0.9920284748077393,9.999999747378752e-05
11,0.6914554238319397,0.891510009765625,0.6786105632781982,0.9591454267501831,9.999999747378752e-05
12,0.7108140587806702,0.8341405391693115,0.6834319233894348,0.9394680857658386,9.999999747378752e-05
13,0.7313901782035828,0.7768864035606384,0.6872671246528625,0.9412131905555725,9.999999747378752e-05
14,0.7478510737419128,0.7264344692230225,0.699211061000824,0.8975120782852173,9.999999747378752e-05
15,0.7672097086906433,0.6733822226524353,0.7125794291496277,0.8758388757705688,9.999999747378752e-05
16,0.7822704315185547,0.6287418603897095,0.7135656476020813,0.8782201409339905,9.999999747378752e-05
17,0.7968076467514038,0.5881513953208923,0.7140039205551147,0.889254629611969,9.999999747378752e-05
18,0.8064382672309875,0.559887170791626,0.7098399996757507,0.953575074672699,9.999999747378752e-05
19,0.8137799501419067,0.5425410270690918,0.7271531820297241,0.8734763860702515,9.999999747378752e-05
20,0.8276718258857727,0.5049614310264587,0.7199211120605469,0.9578155279159546,9.999999747378752e-05
21,0.8395426869392395,0.4684130549430847,0.7347140312194824,0.8135768175125122,9.999999747378752e-05
22,0.8510604500770569,0.4359522759914398,0.7373438477516174,0.8601862788200378,9.999999747378752e-05
23,0.8563688397407532,0.4195932447910309,0.7461100220680237,0.8451356291770935,9.999999747378752e-05
24,0.8638200759887695,0.3967996835708618,0.7180582880973816,0.918953001499176,9.999999747378752e-05
25,0.869664192199707,0.38113850355148315,0.7249616384506226,0.8895604610443115,9.999999747378752e-05
26,0.876993715763092,0.3601120412349701,0.7522463202476501,0.8170832991600037,9.999999747378752e-05
27,0.8994569778442383,0.2966999113559723,0.7657243013381958,0.8072106242179871,9.999999747378752e-06
28,0.9083570837974548,0.2684319019317627,0.7675871253013611,0.8187119960784912,9.999999747378752e-06
29,0.9155769944190979,0.24711915850639343,0.7685732841491699,0.820368230342865,9.999999747378752e-06
30,0.9170258641242981,0.2418084740638733,0.770326554775238,0.8178799748420715,9.999999747378752e-06
31,0.9203618764877319,0.23055285215377808,0.770326554775238,0.8366289734840393,9.999999747378752e-06
32,0.9255850315093994,0.21837230026721954,0.7697786688804626,0.8301042914390564,9.999999747378752e-06
33,0.9277278780937195,0.2144533395767212,0.7724084854125977,0.8214997053146362,9.999999974752427e-07
34,0.929298460483551,0.20832696557044983,0.7733947038650513,0.8264144659042358,9.999999974752427e-07
35,0.929505467414856,0.20542770624160767,0.7726276516914368,0.8336960673332214,9.999999974752427e-07
36,0.9308081865310669,0.20337660610675812,0.7732850909233093,0.8312374949455261,9.999999974752427e-07
37,0.930308997631073,0.2034166306257248,0.7732850909233093,0.835540235042572,9.999999974752427e-07
